,date,home_team,away_team,home_score,away_score,tournament
3727,8/16/2016,Canada,Germany,0,2,Olympic Games
3728,8/19/2016,Brazil,Canada,1,2,Olympic Games
3729,8/19/2016,Sweden,Germany,1,2,Olympic Games
3730,9/15/2016,Belarus,Macedonia,6,2,UEFA Euro qualification
3731,9/15/2016,Spain,Montenegro,13,0,UEFA Euro qualification
3732,9/15/2016,Romania,Ukraine,2,1,UEFA Euro qualification
3733,9/15/2016,Sweden,Slovakia,2,1,UEFA Euro qualification
3734,9/15/2016,Moldova,Denmark,0,5,UEFA Euro qualification
3735,9/15/2016,Georgia,Switzerland,0,3,UEFA Euro qualification
3736,9/15/2016,Serbia,Belgium,1,3,UEFA Euro qualification
3737,9/15/2016,England,Estonia,5,0,UEFA Euro qualification
3738,9/15/2016,Norway,Kazakhstan,10,0,UEFA Euro qualification
3739,9/15/2016,Wales,Israel,3,0,UEFA Euro qualification
3740,9/16/2016,United States,Thailand,9,0,Friendly
3741,9/16/2016,Iceland,Slovenia,4,0,UEFA Euro qualification
3742,9/16/2016,Portugal,Finland,3,2,UEFA Euro qualification
3743,9/16/2016,Russia,Germany,0,4,UEFA Euro qualification
3744,9/16/2016,Northern Ireland,Italy,0,3,UEFA Euro qualification
3745,9/19/2016,United States,Netherlands,3,1,Friendly
3746,9/19/2016,Norway,Israel,5,0,UEFA Euro qualification
3747,9/20/2016,Belarus,Slovenia,2,0,UEFA Euro qualification
3748,9/20/2016,Iceland,Scotland,1,2,UEFA Euro qualification
3749,9/20/2016,Spain,Finland,5,0,UEFA Euro qualification
3750,9/20/2016,Republic of Ireland,Portugal,0,1,UEFA Euro qualification
3751,9/20/2016,Romania,Greece,4,0,UEFA Euro qualification
3752,9/20/2016,France,Albania,6,0,UEFA Euro qualification
3753,9/20/2016,Poland,Moldova,4,0,UEFA Euro qualification
3754,9/20/2016,Denmark,Sweden,2,0,UEFA Euro qualification
3755,9/20/2016,Hungary,Germany,0,1,UEFA Euro qualification
3756,9/20/2016,Russia,Croatia,5,0,UEFA Euro qualification
3757,9/20/2016,Switzerland,Northern Ireland,4,0,UEFA Euro qualification
3758,9/20/2016,Italy,Czech Republic,3,1,UEFA Euro qualification
3759,9/20/2016,Bosnia and Herzegovina,Serbia,2,4,UEFA Euro qualification
3760,9/20/2016,Belgium,England,0,2,UEFA Euro qualification
3761,9/20/2016,Wales,Austria,0,0,UEFA Euro qualification
3762,10/20/2016,United States,Switzerland,4,0,Friendly
3763,10/21/2016,Portugal,Romania,0,0,UEFA Euro qualification
3764,10/23/2016,United States,Switzerland,5,1,Friendly
3765,10/25/2016,Romania,Portugal,1,1,UEFA Euro qualification
3766,11/11/2016,United States,Romania,8,1,Friendly
3767,11/14/2016,United States,Romania,5,0,Friendly
3768,11/19/2016,Cameroon,Egypt,2,0,African Championship
3769,11/19/2016,South Africa,Zimbabwe,0,0,African Championship
3770,11/20/2016,Nigeria,Mali,6,0,African Championship
3771,11/20/2016,Ghana,Kenya,3,1,African Championship
3772,11/22/2016,Cameroon,South Africa,1,0,African Championship
3773,11/22/2016,Zimbabwe,Egypt,0,1,African Championship
3774,11/23/2016,Nigeria,Ghana,1,1,African Championship
3775,11/23/2016,Kenya,Mali,1,3,African Championship
3776,11/25/2016,Cameroon,Zimbabwe,2,0,African Championship
3777,11/25/2016,Egypt,South Africa,0,5,African Championship
3778,11/26/2016,Kenya,Nigeria,0,4,African Championship
3779,11/26/2016,Mali,Ghana,1,3,African Championship
3780,11/29/2016,Cameroon,Ghana,1,0,African Championship
3781,11/29/2016,Nigeria,South Africa,1,0,African Championship
3782,12/2/2016,Ghana,South Africa,1,0,African Championship
3783,12/3/2016,Cameroon,Nigeria,0,1,African Championship
3784,1/19/2017,Myanmar,Ukraine,0,4,Four Nations Tournament
3785,1/19/2017,China PR,Thailand,2,0,Four Nations Tournament
3786,1/21/2017,China PR,Myanmar,2,0,Four Nations Tournament
3787,1/21/2017,Ukraine,Thailand,0,1,Four Nations Tournament
3788,1/24/2017,Thailand,Myanmar,3,0,Four Nations Tournament
3789,1/24/2017,China PR,Ukraine,5,0,Four Nations Tournament
3790,3/1/2017,Portugal,Russia,0,1,Algarve Cup
3791,3/1/2017,Denmark,Canada,0,1,Algarve Cup
3792,3/1/2017,Japan,Spain,1,2,Algarve Cup
3793,3/1/2017,Norway,Iceland,1,1,Algarve Cup
3794,3/1/2017,Netherlands,China PR,1,0,Algarve Cup
3795,3/1/2017,Australia,Sweden,0,1,Algarve Cup
3796,3/1/2017,England,France,1,2,SheBelieves Cup
3797,3/1/2017,United States,Germany,1,0,SheBelieves Cup
3798,3/1/2017,North Korea,Italy,3,0,Cyprus Cup
3799,3/1/2017,Belgium,Switzerland,2,2,Cyprus Cup
3800,3/1/2017,New Zealand,Scotland,2,3,Cyprus Cup
3801,3/1/2017,South Korea,Austria,0,0,Cyprus Cup
3802,3/1/2017,Czech Republic,Republic of Ireland,0,2,Cyprus Cup
3803,3/1/2017,Hungary,Wales,0,2,Cyprus Cup
3804,3/3/2017,Russia,Canada,1,2,Algarve Cup
3805,3/3/2017,Portugal,Denmark,0,6,Algarve Cup
3806,3/3/2017,Japan,Iceland,2,0,Algarve Cup
3807,3/3/2017,Spain,Norway,3,0,Algarve Cup
3808,3/3/2017,Australia,Netherlands,3,2,Algarve Cup
3809,3/3/2017,China PR,Sweden,0,0,Algarve Cup
3810,3/3/2017,Switzerland,North Korea,1,0,Cyprus Cup
3811,3/3/2017,Italy,Belgium,1,4,Cyprus Cup
3812,3/3/2017,Austria,New Zealand,3,0,Cyprus Cup
3813,3/3/2017,Scotland,South Korea,0,2,Cyprus Cup
3814,3/3/2017,Wales,Czech Republic,0,0,Cyprus Cup
3815,3/3/2017,Republic of Ireland,Hungary,0,0,Cyprus Cup
3816,3/4/2017,France,Germany,0,0,SheBelieves Cup
3817,3/4/2017,United States,England,0,1,SheBelieves Cup
3818,3/6/2017,Russia,Denmark,1,6,Algarve Cup
3819,3/6/2017,Portugal,Canada,0,0,Algarve Cup
3820,3/6/2017,Norway,Japan,0,2,Algarve Cup
3821,3/6/2017,Iceland,Spain,0,0,Algarve Cup
3822,3/6/2017,China PR,Australia,1,2,Algarve Cup
3823,3/6/2017,Sweden,Netherlands,0,1,Algarve Cup
3824,3/6/2017,Italy,Switzerland,0,6,Cyprus Cup
3825,3/6/2017,North Korea,Belgium,4,1,Cyprus Cup
3826,3/6/2017,Austria,Scotland,1,3,Cyprus Cup
3827,3/6/2017,New Zealand,South Korea,0,2,Cyprus Cup
3828,3/6/2017,Republic of Ireland,Wales,1,0,Cyprus Cup
3829,3/6/2017,Czech Republic,Hungary,1,2,Cyprus Cup
3830,3/7/2017,Germany,England,1,0,SheBelieves Cup
3831,3/7/2017,United States,France,0,3,SheBelieves Cup
3832,3/8/2017,Portugal,Norway,0,2,Algarve Cup
3833,3/8/2017,Iceland,China PR,2,1,Algarve Cup
3834,3/8/2017,Sweden,Russia,4,0,Algarve Cup
3835,3/8/2017,Japan,Netherlands,2,3,Algarve Cup
3836,3/8/2017,Australia,Denmark,1,1,Algarve Cup
3837,3/8/2017,Spain,Canada,1,0,Algarve Cup
3838,3/8/2017,Italy,Czech Republic,6,2,Cyprus Cup
3839,3/8/2017,New Zealand,Hungary,3,1,Cyprus Cup
3840,3/8/2017,Belgium,Austria,1,1,Cyprus Cup
3841,3/8/2017,Scotland,Wales,0,0,Cyprus Cup
3842,3/8/2017,North Korea,Republic of Ireland,2,0,Cyprus Cup
3843,3/8/2017,Switzerland,South Korea,1,0,Cyprus Cup
3844,4/3/2017,Bahrain,Jordan,0,6,AFC Asian Cup qualification
3845,4/3/2017,Tajikistan,Iraq,1,0,AFC Asian Cup qualification
3846,4/3/2017,Philippines,United Arab Emirates,4,0,AFC Asian Cup qualification
3847,4/3/2017,North Korea,India,8,0,AFC Asian Cup qualification
3848,4/3/2017,Hong Kong,Uzbekistan,1,2,AFC Asian Cup qualification
3849,4/3/2017,Palestine,Thailand,0,6,AFC Asian Cup qualification
3850,4/3/2017,Iran,Myanmar,0,2,AFC Asian Cup qualification
3851,4/3/2017,Singapore,Syria,1,0,AFC Asian Cup qualification
3852,4/5/2017,Philippines,Iraq,4,0,AFC Asian Cup qualification
3853,4/5/2017,Tajikistan,Bahrain,0,4,AFC Asian Cup qualification
3854,4/5/2017,Jordan,United Arab Emirates,6,0,AFC Asian Cup qualification
3855,4/5/2017,North Korea,Hong Kong,5,0,AFC Asian Cup qualification
3856,4/5/2017,India,South Korea,0,10,AFC Asian Cup qualification
3857,4/5/2017,Palestine,Taiwan,0,5,AFC Asian Cup qualification
3858,4/5/2017,Singapore,Iran,0,6,AFC Asian Cup qualification
3859,4/5/2017,Vietnam,Syria,11,0,AFC Asian Cup qualification
3860,4/6/2017,Estonia,Latvia,0,4,FIFA World Cup qualification
3861,4/6/2017,Georgia,Kazakhstan,0,1,FIFA World Cup qualification
3862,4/6/2017,Albania,Kosovo,3,2,FIFA World Cup qualification
3863,4/6/2017,Greece,Malta,1,0,FIFA World Cup qualification
3864,4/6/2017,Moldova,Andorra,4,0,FIFA World Cup qualification
3865,4/6/2017,Lithuania,Israel,0,2,FIFA World Cup qualification
3866,4/6/2017,Turkey,Montenegro,3,0,FIFA World Cup qualification
3867,4/6/2017,Faroe Islands,Luxembourg,5,1,FIFA World Cup qualification
3868,4/7/2017,United States,Russia,4,0,Friendly
3869,4/7/2017,United Arab Emirates,Bahrain,1,1,AFC Asian Cup qualification
3870,4/7/2017,Tajikistan,Philippines,0,8,AFC Asian Cup qualification
3871,4/7/2017,Jordan,Iraq,10,0,AFC Asian Cup qualification
3872,4/7/2017,North Korea,South Korea,1,1,AFC Asian Cup qualification
3873,4/7/2017,Uzbekistan,India,7,1,AFC Asian Cup qualification
3874,4/7/2017,Thailand,Taiwan,1,0,AFC Asian Cup qualification
3875,4/7/2017,Myanmar,Syria,14,0,AFC Asian Cup qualification
3876,4/7/2017,Vietnam,Singapore,8,0,AFC Asian Cup qualification
3877,4/8/2017,Kazakhstan,Latvia,2,2,FIFA World Cup qualification
3878,4/8/2017,Georgia,Estonia,2,1,FIFA World Cup qualification
3879,4/8/2017,Greece,Kosovo,6,0,FIFA World Cup qualification
3880,4/8/2017,Albania,Malta,0,0,FIFA World Cup qualification
3881,4/8/2017,Lithuania,Moldova,0,2,FIFA World Cup qualification
3882,4/8/2017,Israel,Andorra,7,0,FIFA World Cup qualification
3883,4/8/2017,Faroe Islands,Montenegro,2,1,FIFA World Cup qualification
3884,4/8/2017,Turkey,Luxembourg,9,1,FIFA World Cup qualification
3885,4/9/2017,United States,Russia,5,1,Friendly
3886,4/9/2017,North Korea,Uzbekistan,4,0,AFC Asian Cup qualification
3887,4/9/2017,Hong Kong,South Korea,0,6,AFC Asian Cup qualification
3888,4/9/2017,Myanmar,Singapore,6,0,AFC Asian Cup qualification
3889,4/9/2017,Vietnam,Iran,6,1,AFC Asian Cup qualification
3890,4/10/2017,Iraq,United Arab Emirates,0,3,AFC Asian Cup qualification
3891,4/10/2017,Tajikistan,Jordan,2,10,AFC Asian Cup qualification
3892,4/10/2017,Philippines,Bahrain,1,1,AFC Asian Cup qualification
3893,4/11/2017,Estonia,Kazakhstan,0,1,FIFA World Cup qualification
3894,4/11/2017,Georgia,Latvia,1,1,FIFA World Cup qualification
3895,4/11/2017,Albania,Greece,2,1,FIFA World Cup qualification
3896,4/11/2017,Kosovo,Malta,1,3,FIFA World Cup qualification
3897,4/11/2017,Moldova,Israel,0,0,FIFA World Cup qualification
3898,4/11/2017,Lithuania,Andorra,2,0,FIFA World Cup qualification
3899,4/11/2017,Faroe Islands,Turkey,2,1,FIFA World Cup qualification
3900,4/11/2017,Luxembourg,Montenegro,1,7,FIFA World Cup qualification
3901,4/11/2017,India,Hong Kong,2,0,AFC Asian Cup qualification
3902,4/11/2017,South Korea,Uzbekistan,4,0,AFC Asian Cup qualification
3903,4/11/2017,Syria,Iran,0,12,AFC Asian Cup qualification
3904,4/11/2017,Vietnam,Myanmar,2,0,AFC Asian Cup qualification
3905,4/12/2017,Jordan,Philippines,5,1,AFC Asian Cup qualification
3906,4/12/2017,Tajikistan,United Arab Emirates,0,1,AFC Asian Cup qualification
3907,4/12/2017,Bahrain,Iraq,4,0,AFC Asian Cup qualification
3908,6/8/2017,Sweden,United States,0,1,Friendly
3909,6/11/2017,Norway,United States,0,1,Friendly
3910,7/16/2017,Netherlands,Norway,1,0,UEFA Euro
3911,7/16/2017,Denmark,Belgium,1,0,UEFA Euro
3912,7/17/2017,Italy,Russia,1,2,UEFA Euro
3913,7/17/2017,Germany,Sweden,0,0,UEFA Euro
3914,7/18/2017,Austria,Switzerland,1,0,UEFA Euro
3915,7/18/2017,France,Iceland,1,0,UEFA Euro
3916,7/19/2017,Spain,Portugal,2,0,UEFA Euro
3917,7/19/2017,England,Scotland,6,0,UEFA Euro
3918,7/20/2017,Norway,Belgium,0,2,UEFA Euro
3919,7/20/2017,Netherlands,Denmark,1,0,UEFA Euro
3920,7/21/2017,Sweden,Russia,2,0,UEFA Euro
3921,7/21/2017,Germany,Italy,2,1,UEFA Euro
3922,7/22/2017,Iceland,Switzerland,1,2,UEFA Euro
3923,7/22/2017,France,Austria,1,1,UEFA Euro
3924,7/23/2017,Scotland,Portugal,1,2,UEFA Euro
3925,7/23/2017,England,Spain,2,0,UEFA Euro
3926,7/24/2017,Netherlands,Belgium,2,1,UEFA Euro
3927,7/24/2017,Norway,Denmark,0,1,UEFA Euro
3928,7/25/2017,Russia,Germany,0,2,UEFA Euro
3929,7/25/2017,Sweden,Italy,2,3,UEFA Euro
3930,7/26/2017,Switzerland,France,1,1,UEFA Euro
3931,7/26/2017,Iceland,Austria,0,3,UEFA Euro
3932,7/27/2017,Portugal,England,1,2,UEFA Euro
3933,7/27/2017,Scotland,Spain,1,0,UEFA Euro
3934,7/27/2017,Brazil,Japan,1,1,Tournament of Nations
3935,7/27/2017,United States,Australia,0,1,Tournament of Nations
3936,7/29/2017,Netherlands,Sweden,2,0,UEFA Euro
3937,7/30/2017,Germany,Denmark,1,2,UEFA Euro
3938,7/30/2017,Austria,Spain,0,0,UEFA Euro
3939,7/30/2017,England,France,1,0,UEFA Euro
3940,7/30/2017,Japan,Australia,2,4,Tournament of Nations
3941,7/30/2017,United States,Brazil,4,3,Tournament of Nations
3942,8/3/2017,Denmark,Austria,0,0,UEFA Euro
3943,8/3/2017,Netherlands,England,3,0,UEFA Euro
3944,8/3/2017,Australia,Brazil,6,1,Tournament of Nations
3945,8/3/2017,United States,Japan,3,0,Tournament of Nations
3946,8/6/2017,Netherlands,Denmark,4,2,UEFA Euro
3947,9/14/2017,Faroe Islands,Czech Republic,0,8,FIFA World Cup qualification
3948,9/15/2017,Albania,Switzerland,1,4,FIFA World Cup qualification
3949,9/15/2017,Poland,Belarus,4,1,FIFA World Cup qualification
3950,9/15/2017,Norway,Northern Ireland,4,1,FIFA World Cup qualification
3951,9/15/2017,Ukraine,Croatia,1,1,FIFA World Cup qualification
3952,9/15/2017,Italy,Moldova,5,0,FIFA World Cup qualification
3953,9/16/2017,United States,New Zealand,3,1,Friendly
3954,9/16/2017,Germany,Slovenia,6,0,FIFA World Cup qualification
3955,9/17/2017,Kazakhstan,Wales,0,1,FIFA World Cup qualification
3956,9/18/2017,Iceland,Faroe Islands,8,0,FIFA World Cup qualification
3957,9/19/2017,England,Russia,6,0,FIFA World Cup qualification
3958,9/19/2017,Belarus,Albania,1,0,FIFA World Cup qualification
3959,9/19/2017,Switzerland,Poland,2,1,FIFA World Cup qualification
3960,9/19/2017,Norway,Slovakia,6,1,FIFA World Cup qualification
3961,9/19/2017,Northern Ireland,Republic of Ireland,0,2,FIFA World Cup qualification
3962,9/19/2017,Hungary,Denmark,1,6,FIFA World Cup qualification
3963,9/19/2017,Croatia,Sweden,0,2,FIFA World Cup qualification
3964,9/19/2017,Czech Republic,Germany,0,1,FIFA World Cup qualification
3965,9/19/2017,Romania,Italy,0,1,FIFA World Cup qualification
3966,9/19/2017,Belgium,Moldova,12,0,FIFA World Cup qualification
3967,9/19/2017,Serbia,Austria,0,4,FIFA World Cup qualification
3968,9/20/2017,United States,New Zealand,5,0,Friendly
3969,10/19/2017,Belarus,Scotland,1,2,FIFA World Cup qualification
3970,10/19/2017,Hungary,Croatia,2,2,FIFA World Cup qualification
3971,10/19/2017,Serbia,Israel,2,0,FIFA World Cup qualification
3972,10/20/2017,United States,South Korea,3,1,Friendly
3973,10/20/2017,Sweden,Denmark,3,0,FIFA World Cup qualification
3974,10/20/2017,Germany,Iceland,2,3,FIFA World Cup qualification
3975,10/20/2017,Slovenia,Czech Republic,0,4,FIFA World Cup qualification
3976,10/20/2017,Belgium,Romania,3,2,FIFA World Cup qualification
3977,10/21/2017,Kazakhstan,Bosnia and Herzegovina,0,2,FIFA World Cup qualification
3978,10/22/2017,United States,South Korea,6,0,Friendly
3979,10/22/2017,Finland,Serbia,1,0,FIFA World Cup qualification
3980,10/23/2017,Israel,Spain,0,6,FIFA World Cup qualification
3981,10/24/2017,Russia,Wales,0,0,FIFA World Cup qualification
3982,10/24/2017,Scotland,Albania,5,0,FIFA World Cup qualification
3983,10/24/2017,Slovakia,Republic of Ireland,0,2,FIFA World Cup qualification
3984,10/24/2017,Netherlands,Norway,1,0,FIFA World Cup qualification
3985,10/24/2017,Croatia,Denmark,0,4,FIFA World Cup qualification
3986,10/24/2017,Sweden,Hungary,5,0,FIFA World Cup qualification
3987,10/24/2017,Germany,Faroe Islands,11,0,FIFA World Cup qualification
3988,10/24/2017,Czech Republic,Iceland,1,1,FIFA World Cup qualification
3989,10/24/2017,Italy,Romania,3,0,FIFA World Cup qualification
3990,10/24/2017,Portugal,Belgium,0,1,FIFA World Cup qualification
3991,11/10/2017,Canada,United States,1,1,Friendly
3992,11/13/2017,United States,Canada,3,1,Friendly
3993,11/23/2017,Austria,Israel,2,0,FIFA World Cup qualification
3994,11/24/2017,Wales,Kazakhstan,1,0,FIFA World Cup qualification
3995,11/24/2017,England,Bosnia and Herzegovina,4,0,FIFA World Cup qualification
3996,11/24/2017,Albania,Poland,1,4,FIFA World Cup qualification
3997,11/24/2017,Switzerland,Belarus,3,0,FIFA World Cup qualification
3998,11/24/2017,Slovakia,Netherlands,0,5,FIFA World Cup qualification
3999,11/24/2017,Hungary,Ukraine,0,1,FIFA World Cup qualification
4000,11/24/2017,Slovenia,Faroe Islands,5,0,FIFA World Cup qualification
4001,11/24/2017,Portugal,Moldova,8,0,FIFA World Cup qualification
4002,11/24/2017,Serbia,Spain,1,2,FIFA World Cup qualification
4003,11/26/2017,Finland,Israel,4,0,FIFA World Cup qualification
4004,11/28/2017,Bosnia and Herzegovina,Wales,0,1,FIFA World Cup qualification
4005,11/28/2017,England,Kazakhstan,5,0,FIFA World Cup qualification
4006,11/28/2017,Switzerland,Albania,5,1,FIFA World Cup qualification
4007,11/28/2017,Slovakia,Northern Ireland,1,3,FIFA World Cup qualification
4008,11/28/2017,Netherlands,Republic of Ireland,0,0,FIFA World Cup qualification
4009,11/28/2017,Romania,Moldova,3,1,FIFA World Cup qualification
4010,11/28/2017,Portugal,Italy,0,1,FIFA World Cup qualification
4011,11/28/2017,Spain,Austria,4,0,FIFA World Cup qualification
4012,1/19/2018,Colombia,Thailand,1,1,Four Nations Tournament
4013,1/19/2018,China PR,Vietnam,4,0,Four Nations Tournament
4014,1/21/2018,China PR,Thailand,2,1,Four Nations Tournament
4015,1/21/2018,Vietnam,Colombia,0,2,Four Nations Tournament
4016,1/22/2018,United States,Denmark,5,1,Friendly
4017,1/22/2018,Israel,Finland,0,0,FIFA World Cup qualification
4018,1/23/2018,Thailand,Vietnam,2,0,Four Nations Tournament
4019,1/23/2018,China PR,Colombia,2,0,Four Nations Tournament
4020,2/28/2018,Portugal,China PR,2,1,Algarve Cup
4021,2/28/2018,Australia,Norway,4,3,Algarve Cup
4022,2/28/2018,South Korea,Russia,3,1,Algarve Cup
4023,2/28/2018,Canada,Sweden,1,3,Algarve Cup
4024,2/28/2018,Japan,Netherlands,2,6,Algarve Cup
4025,2/28/2018,Denmark,Iceland,0,0,Algarve Cup
4026,2/28/2018,Finland,Wales,0,1,Cyprus Cup
4027,2/28/2018,Italy,Switzerland,3,0,Cyprus Cup
4028,2/28/2018,Belgium,Czech Republic,1,2,Cyprus Cup
4029,2/28/2018,Austria,Spain,0,2,Cyprus Cup
4030,2/28/2018,Slovakia,South Africa,0,0,Cyprus Cup
4031,2/28/2018,Hungary,North Korea,0,2,Cyprus Cup
4032,3/1/2018,England,France,4,1,SheBelieves Cup
4033,3/1/2018,United States,Germany,1,0,SheBelieves Cup
4034,3/2/2018,Portugal,Australia,0,0,Algarve Cup
4035,3/2/2018,China PR,Norway,0,2,Algarve Cup
4036,3/2/2018,Russia,Canada,0,1,Algarve Cup
4037,3/2/2018,Sweden,South Korea,1,1,Algarve Cup
4038,3/2/2018,Japan,Iceland,2,1,Algarve Cup
4039,3/2/2018,Denmark,Netherlands,2,3,Algarve Cup
4040,3/2/2018,Wales,Italy,0,3,Cyprus Cup
4041,3/2/2018,Switzerland,Finland,4,0,Cyprus Cup
4042,3/2/2018,Czech Republic,Austria,0,2,Cyprus Cup
4043,3/2/2018,Spain,Belgium,0,0,Cyprus Cup
4044,3/2/2018,North Korea,Slovakia,1,0,Cyprus Cup
4045,3/2/2018,South Africa,Hungary,1,0,Cyprus Cup
4046,3/4/2018,United States,France,1,1,SheBelieves Cup
4047,3/4/2018,Germany,England,2,2,SheBelieves Cup
4048,3/5/2018,Portugal,Norway,2,0,Algarve Cup
4049,3/5/2018,Australia,China PR,2,0,Algarve Cup
4050,3/5/2018,Sweden,Russia,3,0,Algarve Cup
4051,3/5/2018,South Korea,Canada,0,3,Algarve Cup
4052,3/5/2018,Japan,Denmark,2,0,Algarve Cup
4053,3/5/2018,Iceland,Netherlands,0,0,Algarve Cup
4054,3/5/2018,Finland,Italy,2,2,Cyprus Cup
4055,3/5/2018,Switzerland,Wales,0,0,Cyprus Cup
4056,3/5/2018,Belgium,Austria,2,0,Cyprus Cup
4057,3/5/2018,Spain,Czech Republic,2,0,Cyprus Cup
4058,3/5/2018,South Africa,North Korea,0,0,Cyprus Cup
4059,3/5/2018,Hungary,Slovakia,1,1,Cyprus Cup
4060,3/7/2018,China PR,Russia,2,1,Algarve Cup
4061,3/7/2018,Iceland,Denmark,1,1,Algarve Cup
4062,3/7/2018,South Korea,Norway,3,2,Algarve Cup
4063,3/7/2018,Canada,Japan,2,0,Algarve Cup
4064,3/7/2018,Portugal,Australia,2,1,Algarve Cup
4065,3/7/2018,France,Germany,3,0,SheBelieves Cup
4066,3/7/2018,United States,England,1,0,SheBelieves Cup
4067,3/7/2018,Hungary,Finland,0,2,Cyprus Cup
4068,3/7/2018,Slovakia,Czech Republic,2,5,Cyprus Cup
4069,3/7/2018,Wales,Austria,1,1,Cyprus Cup
4070,3/7/2018,South Africa,Belgium,1,2,Cyprus Cup
4071,3/7/2018,North Korea,Switzerland,2,1,Cyprus Cup
4072,3/7/2018,Italy,Spain,0,2,Cyprus Cup
4073,4/4/2018,Colombia,Uruguay,7,0,Copa América
4074,4/4/2018,Chile,Paraguay,1,1,Copa América
4075,4/4/2018,Senegal,Algeria,2,1,African Championship qualification
4076,4/4/2018,Libya,Ethiopia,0,8,African Championship qualification
4077,4/4/2018,Congo,Central African Republic,2,0,African Championship qualification
4078,4/4/2018,Kenya,Uganda,1,0,African Championship qualification
4079,4/4/2018,Tanzania,Zambia,3,3,African Championship qualification
4080,4/8/2018,Central African Republic,Congo,1,1,African Championship qualification
4081,4/5/2018,Ecuador,Venezuela,0,1,Copa América
4082,4/5/2018,Brazil,Argentina,3,1,Copa América
4083,4/5/2018,Bosnia and Herzegovina,Russia,1,6,FIFA World Cup qualification
4084,4/5/2018,Switzerland,Scotland,1,0,FIFA World Cup qualification
4085,4/5/2018,Croatia,Ukraine,0,3,FIFA World Cup qualification
4086,4/5/2018,Hungary,Sweden,1,4,FIFA World Cup qualification
4087,4/5/2018,Austria,Serbia,1,1,FIFA World Cup qualification
4088,4/5/2018,Namibia,Zimbabwe,0,2,African Championship qualification
4089,4/6/2018,United States,Mexico,4,1,Friendly
4090,4/6/2018,Paraguay,Peru,3,0,Copa América
4091,4/6/2018,Chile,Colombia,1,1,Copa América
4092,4/6/2018,England,Wales,0,0,FIFA World Cup qualification
4093,4/6/2018,Poland,Albania,1,1,FIFA World Cup qualification
4094,4/6/2018,Republic of Ireland,Slovakia,2,1,FIFA World Cup qualification
4095,4/6/2018,Netherlands,Northern Ireland,7,0,FIFA World Cup qualification
4096,4/6/2018,Slovenia,Iceland,0,2,FIFA World Cup qualification
4097,4/6/2018,Moldova,Italy,1,3,FIFA World Cup qualification
4098,4/6/2018,Belgium,Portugal,1,1,FIFA World Cup qualification
4099,4/6/2018,Finland,Spain,0,2,FIFA World Cup qualification
4100,4/6/2018,Morocco,Ivory Coast,1,1,African Championship qualification
4101,4/6/2018,Lesotho,Eswatini,1,0,African Championship qualification
4102,6/6/2018,Algeria,Ethiopia,3,1,African Championship qualification
4103,6/6/2018,Ivory Coast,Mali,2,2,African Championship qualification
4104,6/6/2018,Gambia,Nigeria,0,1,African Championship qualification
4105,6/6/2018,Congo,Cameroon,0,5,African Championship qualification
4106,6/6/2018,Kenya,Equatorial Guinea,2,1,African Championship qualification
4107,6/6/2018,Lesotho,South Africa,0,1,African Championship qualification
4108,6/6/2018,Zambia,Zimbabwe,0,1,African Championship qualification
4109,4/6/2018,China PR,Thailand,4,0,AFC Asian Cup
4110,4/6/2018,Jordan,Philippines,1,2,AFC Asian Cup
4111,4/7/2018,Argentina,Bolivia,3,0,Copa América
4112,4/7/2018,Brazil,Ecuador,8,0,Copa América
4113,4/7/2018,Germany,Czech Republic,4,0,FIFA World Cup qualification
4114,5/7/2018,Burkina Faso,Gambia,2,1,African Championship qualification
4115,5/7/2018,Dominican Republic,Puerto Rico,0,0,CONCACAF Gold Cup qualification
4116,4/7/2018,Japan,Vietnam,4,0,AFC Asian Cup
4117,4/7/2018,Australia,South Korea,0,0,AFC Asian Cup
4118,4/8/2018,United States,Mexico,6,2,Friendly
4119,4/8/2018,Uruguay,Peru,1,1,Copa América
4120,4/8/2018,Colombia,Paraguay,5,1,Copa América
4121,4/8/2018,Uganda,Kenya,0,0,African Championship qualification
4122,4/8/2018,Zambia,Tanzania,1,1,African Championship qualification
4123,4/8/2018,Zimbabwe,Namibia,2,0,African Championship qualification
4124,4/9/2018,Venezuela,Bolivia,8,0,Copa América
4125,4/9/2018,Ecuador,Argentina,3,6,Copa América
4126,4/9/2018,Kazakhstan,Russia,0,3,FIFA World Cup qualification
4127,4/9/2018,Croatia,Hungary,1,3,FIFA World Cup qualification
4128,4/9/2018,Denmark,Ukraine,1,0,FIFA World Cup qualification
4129,6/9/2018,Cameroon,Congo,5,0,African Championship qualification
4130,4/9/2018,Equatorial Guinea,Kenya,2,0,African Championship qualification
4131,4/9/2018,Philippines,China PR,0,3,AFC Asian Cup
4132,4/9/2018,Jordan,Thailand,1,6,AFC Asian Cup
4133,4/10/2018,Colombia,Peru,3,0,Copa América
4134,4/10/2018,Chile,Uruguay,1,0,Copa América
4135,4/10/2018,Bosnia and Herzegovina,England,0,2,FIFA World Cup qualification
4136,4/10/2018,Albania,Belarus,1,0,FIFA World Cup qualification
4137,4/10/2018,Scotland,Poland,3,0,FIFA World Cup qualification
4138,4/10/2018,Republic of Ireland,Netherlands,0,2,FIFA World Cup qualification
4139,4/10/2018,Northern Ireland,Norway,0,3,FIFA World Cup qualification
4140,4/10/2018,Slovenia,Germany,0,4,FIFA World Cup qualification
